cluster,title,year,bibkey,node,how,verification,tags
04,InstructME — InstructME: An Instruction Guided Music Edit Framework with Latent Diffusion Models,2023,han2023instructme,S4.3,manual,verified,audio-generation editing controllability symbolic-generation
04,InstructMusicGen — Instruct-MusicGen: Unlocking Text-to-Music Editing for Music Language Models via Instruction Tuning,2024,zhang2025instructmusicgen,S4.3,manual,verified,audio-generation editing accompaniment text-conditioning
04,MuseControlLite — MuseControlLite: Multifunctional Music Generation with Lightweight Conditioners,2025,tsai2025musecontrollite,S3.8,manual,verified,audio-generation controllability infilling editing toolkit
04,MelodyTextControlNetDiT — Editing Music with Melody and Text: Using ControlNet for Diffusion Transformer,2024,hou2024melodycontrolnet,S3.8,manual,partial,audio-generation controllability editing style-transfer
04,SongEditor — SongEditor: Adapting Zero-Shot Song Generation Language Model as a Multi-Task Editor,2024,yang2025songeditor,S4.3,manual,verified,audio-generation editing infilling accompaniment
04,SingSong — SingSong: Generating Musical Accompaniments from Singing,2023,donahue2023singsong,S1.2,manual,verified,audio-generation accompaniment humming multimodal-input
04,StemGen — StemGen: A Music Generation Model That Listens,2024,parker2024stemgen,S3.9,manual,verified,audio-generation accompaniment mixed-initiative
04,MSDM — Multi-Source Diffusion Models for Simultaneous Music Generation and Separation,2024,mariani2024msdm,S3.9,manual,verified,audio-generation accompaniment infilling transcription
04,DiffARiff — Diff-A-Riff: Musical Accompaniment Co-creation via Latent Diffusion Models,2025,nistal2024diffariff,S3.9,manual,verified,audio-generation accompaniment co-creation-framework multimodal-input
04,Text2FX — Text2FX: Harnessing CLAP Embeddings for Text-Guided Audio Effects,2025,chu2025text2fx,S4.3,manual,verified,editing text-conditioning controllability expression-performance
04,Sketch2Sound — Sketch2Sound: Controllable Audio Generation via Time-Varying Signals and Sonic Imitations,2024,floresgarcia2025sketch2sound,S1.2,manual,verified,audio-generation humming sketch controllability multimodal-input
04,MIDIDDSP — MIDI-DDSP: Detailed Control of Musical Performance via Hierarchical Modeling,2020,wu2022mididdsp,S3.7,manual,verified,expression-performance symbolic-generation controllability audio-generation notation
04,MusicHiFi — MusicHiFi: Fast High-Fidelity Stereo Vocoding,2024,zhu2024musichifi,S3.8,manual,partial,audio-generation toolkit
04,TTMUserStudy — AI-Assisted Music Production: A User Study on Text-to-Music Models,2025,ronchini2025ttmuserstudy,E2,manual,verified,HCI-study audio-generation evaluation creativity-support
04,MERT — MERT: Acoustic Music Understanding Model with Large-Scale Self-supervised Training,2024,li2024mert,S3.10,manual,verified,representation theory-analysis transcription toolkit
04,MuQ — MuQ: Self-Supervised Music Representation Learning with Mel Residual Vector Quantization,2025,zhu2025muq,S3.10,manual,verified,representation text-conditioning evaluation toolkit
04,LAION-CLAP — Large-scale Contrastive Language-Audio Pretraining with Feature Fusion and Keyword-to-Caption Augmentation,2023,wu2023clap,S3.10,manual,verified,representation text-conditioning evaluation dataset
04,MULLaMA — Music Understanding LLaMA: Advancing Text-to-Music Generation with Question Answering and Captioning,2023,liu2023mullama,S3.10,manual,verified,LLM-agent annotation evaluation dataset
04,LLark — LLark: A Multimodal Instruction-Following Language Model for Music,2024,gardner2024llark,S3.10,manual,verified,LLM-agent annotation theory-analysis
04,MusiLingo — MusiLingo: Bridging Music and Text with Pre-trained Language Models for Music Captioning and Query Response,2023,deng2024musilingo,S3.10,manual,partial,LLM-agent annotation
04,SALMONN — SALMONN: Towards Generic Hearing Abilities for Large Language Models,2024,tang2024salmonn,S3.10,manual,verified,LLM-agent multimodal-input annotation
04,AudioLLMs — Qwen2-Audio (2024) / Qwen2.5-Omni (2025) / Gemini 2.5 audio (2025),2025,chu2024qwen2audio,S3.10,manual,partial,LLM-agent multimodal-input annotation
04,OpenMU — OpenMU: Your Swiss Army Knife for Music Understanding,2024,zhao2024openmu,S3.10,manual,verified,LLM-agent evaluation dataset notation music-as-code
04,MuChoMusic — MuChoMusic: Evaluating Music Understanding in Multimodal Audio-Language Models,2024,weck2024muchomusic,E6,manual,verified,evaluation dataset LLM-agent
04,SongDescriber — The Song Describer Dataset: A Corpus of Audio Captions for Music-and-Language Evaluation,2023,manco2023songdescriber,E4,manual,verified,dataset evaluation
05,CST2007 — Creativity Support Tools: Accelerating Discovery and Innovation,2007,shneiderman2007cst,F4,manual,verified,creativity-support co-creation-framework evaluation
05,"HCAI — Human-Centered Artificial Intelligence: Reliable, Safe & Trustworthy (and the 2022 book)",2022,shneiderman2020hcai,F4,manual,verified,co-creation-framework creativity-support
05,CSI — Quantifying the Creativity Support of Digital Tools through the Creativity Support Index,2014,cherry2014csi,E5,manual,partial,evaluation creativity-support
05,Lubart2005 — How can computers be partners in the creative process: Classification and commentary on the Special Issue,2005,lubart2005partners,F4,manual,verified,co-creation-framework creativity-support
05,MICI — Mixed-Initiative Creative Interfaces,2017,deterding2017mici,F4,manual,verified,mixed-initiative co-creation-framework creativity-support
05,Kantosalo2016 — Modes for Creative Human-Computer Collaboration: Alternating and Task-Divided Co-Creativity,2016,kantosalo2016modes,F4,manual,verified,co-creation-framework mixed-initiative
05,Karimi2018 — Evaluating Creativity in Computational Co-Creative Systems,2018,karimi2018evaluating,E5,manual,verified,evaluation co-creation-framework
05,DrawingApprentice — Empirically Studying Participatory Sense-Making in Abstract Drawing with a Co-Creative Cognitive Agent,2017,davis2016drawingapprentice,F4,manual,partial,co-creation-framework HCI-study real-time evaluation
05,"MoraiMaker — Friend, Collaborator, Student, Manager: How Design of an AI-Driven Game Level Editor Affects Creators",2019,guzdial2019friend,F4,manual,verified,mixed-initiative game HCI-study co-creation-framework
05,COFI — Designing Creative AI Partners with COFI: A Framework for Modeling Interaction in Human-AI Co-Creative Systems,2022,rezwana2023cofi,F4,manual,verified,co-creation-framework mixed-initiative evaluation
05,"CreativePenpal — Understanding User Perceptions, Collaborative Experience and User Engagement in Different Human-AI Interaction Designs for Co-Creative Systems",2022,rezwana2022perceptions,F4,manual,partial,HCI-study co-creation-framework mixed-initiative
05,CCEval — Computational-creativity evaluation anchors (Boden; Colton & Wiggins; Jordanous),2012,jordanous2012standardised,E5,manual,partial,co-creation-framework evaluation theory-analysis
05,"SecondMind — ""It Felt Like Having a Second Mind"": Investigating Human-AI Co-creativity in Prewriting with Large Language Models",2023,wan2024secondmind,F4,manual,verified,HCI-study co-creation-framework LLM-agent
05,MLasTool — The Machine Learning Algorithm as Creative Musical Tool (and Wekinator),2009,fiebrink2018mlcreativetool,F4,manual,verified,co-creation-framework expression-performance real-time HCI-study
05,ChordRipple — Recommending Chords to Help Novice Composers Go Beyond the Ordinary,2016,huang2016chordripple,S3.5,manual,verified,symbolic-generation editing HCI-study creativity-support notation
05,"FlowComposer — Assisted Lead Sheet Composition using FlowComposer (Flow Machines / ""Daddy's Car"")",2016,papadopoulos2016flowcomposer,S3.2,manual,verified,symbolic-generation infilling editing controllability notation style-transfer history
05,MagentaStudio — Magenta Studio: Augmenting Creativity with Deep Learning in Ableton Live,2019,roberts2019magentastudio,B3,manual,verified,DAW-plugin symbolic-generation toolkit product
05,BachDoodle — The Bach Doodle: Approachable Music Composition with Machine Learning at Scale,2019,huang2019bachdoodle,E3,manual,verified,symbolic-generation infilling notation HCI-study dataset education
05,MidiMe — Personalizing a MusicVAE model with user data,2019,dinculescu2019midime,S1.5,manual,verified,symbolic-generation controllability style-transfer toolkit
05,PianoGenie — Piano Genie,2019,donahue2019pianogenie,S5.3,manual,verified,real-time expression-performance controllability humming
05,Cococo — Novice-AI Music Co-Creation via AI-Steering Tools for Deep Generative Models,2020,louie2020cococo,E1,manual,verified,HCI-study infilling controllability symbolic-generation creativity-support mixed-initiative
05,MusicByExample — Music Creation by Example,2020,frid2020example,E1,manual,verified,HCI-study multimodal-input audio-generation controllability
05,AISongContest2020 — AI Song Contest: Human-AI Co-Creation in Songwriting,2020,huang2020aisongcontest,E2,manual,verified,HCI-study co-creation-framework controllability structure
05,IKeepCounting — I Keep Counting: An Experiment in Human/AI Co-creative Songwriting,2021,micchi2021ikeepcounting,E2,manual,verified,HCI-study co-creation-framework symbolic-generation structure ethics-legal
05,SocialGlue — AI as Social Glue: Uncovering the Roles of Deep Generative AI during Social Music Composition,2021,suh2021socialglue,E2,manual,partial,HCI-study co-creation-framework creativity-support
05,COSMIC — A Conversational Interface for Human-AI Music Co-Creation,2021,zhang2021cosmic,S3.6,manual,partial,LLM-agent symbolic-generation co-creation-framework
05,ExpressiveComm — Expressive Communication: Evaluating Developments in Generative Models and Steering Interfaces for Music Creation,2021,louie2022expressive,E1,manual,verified,HCI-study evaluation controllability symbolic-generation
05,Calliope — Calliope: A Co-creative Interface for Multi-Track Music Generation (and Apollo),2019,tchemeube2022calliope,B3,manual,verified,symbolic-generation infilling controllability DAW-plugin toolkit
05,"MMM-C — Evaluating Human-AI Interaction via Usability, User Experience and Acceptance Measures for MMM-C: A Creative AI System for Music Composition",2023,tchemeube2023mmmc,E1,manual,verified,HCI-study DAW-plugin controllability evaluation symbolic-generation
05,MMM4Live — MMM4Live: Multi-Track Music Machine for Ableton Live,2024,metacreation2023mmm4live,B3,manual,verified,DAW-plugin symbolic-generation product
05,Notochord — Notochord: A Flexible Probabilistic Model for Real-Time MIDI Performance,2024,shepardson2022notochord,S5.2,manual,verified,real-time symbolic-generation controllability accompaniment toolkit
05,LoopCopilot — Loop Copilot: Conducting AI Ensembles for Music Generation and Iterative Editing,2023,zhang2023loopcopilot,E1,manual,verified,LLM-agent audio-generation editing HCI-study
05,MusicAgent — MusicAgent: An AI Agent for Music Understanding and Generation with Large Language Models,2023,yu2023musicagent,S3.6,manual,partial,LLM-agent toolkit
05,ComposerX — ComposerX: Multi-Agent Symbolic Music Composition with LLMs,2024,deng2024composerx,S3.6,manual,verified,LLM-agent symbolic-generation notation music-as-code evaluation
05,RefinPaint — Music Proofreading with RefinPaint: Where and How to Modify Compositions Given Context,2024,ramoneda2024refinpaint,S4.4,manual,verified,infilling editing annotation notation symbolic-generation evaluation
05,ComposersAssistant2 — Composer's Assistant 2: Interactive Multi-Track MIDI Infilling with Fine-Grained User Control,2024,malandro2024composersassistant2,S3.2,manual,verified,infilling DAW-plugin controllability symbolic-generation toolkit
05,Amuse — Amuse: Human-AI Collaborative Songwriting with Multimodal Inspirations,2025,kim2025amuse,S1.4,manual,verified,multimodal-input image HCI-study symbolic-generation creativity-support product
05,ReaLJam — ReaLJam: Real-Time Human-AI Music Jamming with Reinforcement Learning-Tuned Transformers,2025,scarlatos2025realjam,S5.3,manual,verified,real-time accompaniment HCI-study mixed-initiative
05,MusicAISandbox — Music AI Sandbox (Google DeepMind × YouTube Music AI Incubator),2025,googledeepmind2025sandbox,C1,manual,verified,product audio-generation editing real-time co-creation-framework
05,"JamBot — The Jam_bot, a Real-Time System for Collaborative Free Improvisation with Music Language Models",2025,blanchard2025jambot,S5.2,manual,partial,real-time accompaniment expression-performance HCI-study
05,RhapsodyRefiner — Supporting Creative Ownership through Deep Learning-Based Music Variation,2025,krol2025ownership,E1,manual,verified,HCI-study editing symbolic-generation creativity-support evaluation
05,MachineFolk — Machine learning research that matters for music creation: A case study (folk-rnn),2019,sturm2019machinefolk,E2,manual,verified,HCI-study symbolic-generation notation ethics-legal evaluation
05,AIMusicOpenQuestions — Artificial Intelligence and Music: Open Questions of Copyright Law and Engineering Praxis,2019,sturm2019openquestions,C2,manual,verified,ethics-legal HCI-study symbolic-generation
05,SonyCSLPractice — On the Development and Practice of AI Technology for Contemporary Popular Music Production,2022,deruty2022sonycsl,E2,manual,verified,HCI-study audio-generation DAW-plugin controllability evaluation
05,Newman2023 — Human-AI Music Creation: Understanding the Perceptions and Experiences of Music Creators for Ethical and Productive Collaboration,2023,newman2023perceptions,E2,manual,verified,HCI-study ethics-legal co-creation-framework notation
05,HAISP — HAISP: A Dataset of Human-AI Songwriting Processes from the AI Song Contest (and its 2025 expansion),2025,morris2024haisp,E2,manual,verified,dataset HCI-study co-creation-framework structure
05,ReflectionAIMusic — Reflection Across AI-based Music Composition,2024,ford2024reflection,E2,manual,verified,HCI-study creativity-support evaluation
05,NoviceProduction — Exploring the Collaborative Co-Creation Process with AI: A Case Study in Novice Music Production,2025,fu2025novice,E2,manual,verified,HCI-study education co-creation-framework
05,TTMProducers — AI-Assisted Music Production: A User Study on Text-to-Music Models,2025,ronchini2025ttmuserstudy,E2,manual,verified,HCI-study text-conditioning audio-generation ethics-legal
05,ArtistPositions — Artist-led positions: Holly Herndon's Holly+ and Spawning; Dadabots,2018,herndon2021hollyplus,C3,manual,partial,ethics-legal product audio-generation history
05,YangLerch — On the evaluation of generative models in music,2018,yang2020evaluation,E4,manual,verified,evaluation symbolic-generation toolkit
05,XAIArts — Exploring XAI for the Arts: Explaining Latent Space in Generative Music,2024,bryankinns2021xai,S4.4,manual,verified,controllability evaluation symbolic-generation co-creation-framework
05,CoExplorer — Designing Deep Reinforcement Learning for Human Parameter Exploration,2019,scurto2021coexplorer,S5.3,manual,partial,HCI-study controllability mixed-initiative real-time
05,"Alternatives — Alternatives, history and branching in creative tools (Side Views; Juxtapose; Subjunctive Interfaces)",2008,terry2002sideviews,S4.5,manual,partial,creativity-support history co-creation-framework
05,HookpadAria — Hookpad Aria (Hooktheory),2023,donahue2024hookpadaria,E3,manual,partial,product symbolic-generation notation accompaniment
06,QBH-1995 — Query By Humming: Musical Information Retrieval in an Audio Database,1995,ghias1995qbh,S1.2,manual,verified,humming transcription history multimodal-input
06,HumToSearch — The Machine Learning Behind Hum to Search (Google),2020,frank2020humtosearch,S1.2,manual,verified,humming product multimodal-input
06,OnsetsFrames — Onsets and Frames: Dual-Objective Piano Transcription,2017,hawthorne2018onsets,S1.1,manual,verified,transcription audio-generation toolkit
06,MT3 — MT3: Multi-Task Multitrack Music Transcription,2021,gardner2022mt3,S1.1,manual,verified,transcription multimodal-input toolkit
06,BasicPitch — A Lightweight Instrument-Agnostic Model for Polyphonic Note Transcription and Multipitch Estimation,2022,bittner2022basicpitch,S1.1,manual,verified,transcription humming toolkit DAW-plugin
06,SheetSage — Melody Transcription via Generative Pre-training,2021,donahue2022sheetsage,S1.1,manual,verified,transcription notation symbolic-generation multimodal-input
06,SingSong — SingSong: Generating Musical Accompaniments from Singing,2023,donahue2023singsong,S1.2,manual,verified,humming accompaniment audio-generation multimodal-input
06,HumTrans — HumTrans: A Novel Open-Source Dataset for Humming Melody Transcription and Beyond,2024,liu2023humtrans,S1.2,manual,verified,humming dataset transcription evaluation
06,DynHumTrans — Dynamic HumTrans: Humming Transcription Using CNNs and Dynamic Programming,2024,gupta2024dynhumtrans,S1.2,manual,verified,humming transcription
06,VocalSketch — VocalSketch: Vocally Imitating Audio Concepts,2015,cartwright2015vocalsketch,S1.2,manual,verified,humming dataset HCI-study multimodal-input
06,Dubler — Vochlea Dubler 2 (and Jam Origin MIDI Guitar) — real-time voice/instrument → MIDI controllers,2016,vochlea2021dubler,S1.2,manual,verified,humming product real-time DAW-plugin
06,Sing2Notes — ScoreCloud (Doremir) and Sing2Notes (Klangio): sing → notation products,2021,doremir2014scorecloud,S1.2,manual,verified,humming transcription notation product
06,"DAWZY — DAWZY: A New Addition to AI-powered ""Human in the Loop"" Music Co-creation",2025,elkins2025dawzy,S2.4,manual,verified,LLM-agent DAW-plugin HCI-study multimodal-input music-as-code
06,"UPIC — UPIC (Xenakis, CEMAMu, 1977) and IanniX (open-source graphical sequencer)",2017,xenakis1977upic,S1.3,manual,verified,sketch history music-as-code toolkit
06,Hyperscore — Hyperscore: A Graphical Sketchpad for Novice Composers,2004,farbood2004hyperscore,S1.3,manual,verified,sketch symbolic-generation creativity-support education history
06,"CoughlanJohnson — Interaction in Creative Tasks: Ideation, Representation and Evaluation in Composition",2006,coughlan2006interaction,S1.3,manual,verified,HCI-study sketch creativity-support co-creation-framework
06,"PaperSubstrates — Interactive Paper Substrates to Support Musical Creation (and PaperComposer, InkSplorer)",2011,garcia2012paper,S1.3,manual,partial,sketch HCI-study creativity-support music-as-code
06,"StaffPad — StaffPad (pen-based handwriting-to-notation, product)",2020,hearn2015staffpad,S1.3,manual,verified,sketch notation product annotation
06,CavezCHI24 — Challenges of Music Score Writing and the Potentials of Interactive Surfaces,2024,cavez2024challenges,S1.3,manual,verified,HCI-study notation sketch creativity-support
06,EuterPen — EuterPen: Unleashing Creative Expression in Music Score Writing,2025,cavez2025euterpen,S1.3,manual,verified,sketch annotation notation multimodal-input HCI-study
06,Tactus — Opportunities to Support Musicians' Score-based Practice with Context-Specific Annotations on Tablet,2026,fu2026tactus,S2.1,manual,verified,annotation HCI-study notation
06,SketchNet — Music SketchNet: Controllable Music Generation via Factorized Representations of Pitch and Rhythm,2020,chen2020sketchnet,S1.3,manual,verified,sketch infilling controllability symbolic-generation
06,MIDIDraw — MIDI-Draw: Sketching to Control Melody Generation,2023,namgyal2022mididraw,S1.3,manual,verified,sketch controllability symbolic-generation
06,Drawlody — Drawlody: Sketch-Based Melody Creation with Enhanced Usability and Interpretability,2024,liang2024drawlody,S1.3,manual,verified,sketch symbolic-generation controllability HCI-study
06,"SMT-OMR — Sheet Music Transformer (end-to-end polyphonic OMR), with oemer and Audiveris",2024,riosvila2024smt,S1.1,manual,verified,transcription notation sketch toolkit
06,Vis2Mus — Vis2Mus: Exploring Multimodal Representation Mapping for Controllable Music Generation,2022,zhang2022vis2mus,S1.4,manual,verified,image symbolic-generation controllability accompaniment
06,MeLFusion — MeLFusion: Synthesizing Music from Image and Language Cues using Diffusion Models,2024,chowdhury2024melfusion,S1.4,manual,verified,image audio-generation text-conditioning dataset
06,Art2Mus — Art2Mus: Bridging Visual Arts and Music through Cross-Modal Generation (and 2026 extension),2026,rinaldi2024art2mus,S1.4,manual,verified,image audio-generation dataset evaluation
06,Amuse — Amuse: Human-AI Collaborative Songwriting with Multimodal Inspirations,2025,kim2025amuse,S1.4,manual,verified,image multimodal-input symbolic-generation co-creation-framework HCI-study LLM-agent
06,V2Meow — V2Meow: Meowing to the Visual Beat via Video-to-Music Generation,2023,su2024v2meow,S1.4,manual,verified,video audio-generation text-conditioning
06,Video2Music — Video2Music: Suitable Music Generation from Videos using an Affective Multimodal Transformer Model,2023,kang2024video2music,S1.4,manual,verified,video symbolic-generation controllability dataset
06,VidMuse — VidMuse: A Simple Video-to-Music Generation Framework with Long-Short-Term Modeling,2024,tian2025vidmuse,S1.4,manual,verified,video audio-generation dataset
06,MuMuLLaMA — M²UGen / MuMu-LLaMA: Multi-modal Music Understanding and Generation via Large Language Models,2024,liu2024mumullama,S1.4,manual,verified,multimodal-input image video editing LLM-agent audio-generation
06,MuVi — MuVi: Video-to-Music Generation with Semantic Alignment and Rhythmic Synchronization (and VidMusician),2024,li2024muvi,S1.4,manual,verified,video audio-generation controllability
06,"SonicVisualiser — Sonic Visualiser: An Open Source Application for Viewing, Analysing, and Annotating Music Audio Files",2007,cannam2010sonicvisualiser,S2.1,manual,verified,annotation toolkit transcription theory-analysis
06,Dezrann — Dezrann: a web framework to share music analysis (2018) / Interacting with Annotated and Synchronized Music Corpora on the Dezrann Web Platform (2025),2025,giraud2018dezrann,S2.1,manual,verified,annotation theory-analysis corpus toolkit notation
06,MEI-Verovio — MEI (Music Encoding Initiative) and Verovio,2014,pugin2014verovio,B1,manual,verified,representation notation annotation toolkit
06,meiFriend — mei-friend: browser-based MEI editor with GitHub integration,2023,goebl2023meifriend,S2.1,manual,partial,notation annotation toolkit editing
06,MusicXML-MNX — MusicXML 4.0 and MNX (W3C Music Notation Community Group),2026,w3c2021musicxml40,S3.1,manual,verified,representation notation
06,ABC-abcjs — ABC notation (standard 2.1) and abcjs,2026,walshaw2011abc,S3.1,manual,verified,representation music-as-code notation toolkit
06,Humdrum — Humdrum and the **kern representation,1990,huron1995humdrum,S3.1,manual,verified,representation annotation toolkit theory-analysis
06,"WebRenderers — OpenSheetMusicDisplay, VexFlow, alphaTab (browser notation rendering)",2024,cheppudira2010vexflow,B1,manual,verified,toolkit notation
06,"ReaderApps — forScore, Newzik (and nkoda, Enote): rehearsal-annotation score readers",2010,newzik2026readers,S2.1,manual,verified,annotation product notation
06,WhenInRome — When in Rome: A Meta-corpus of Functional Harmony (RomanText),2019,gotham2019wheninrome,B4,manual,verified,theory-analysis annotation corpus representation
06,DCML-ABC — The Annotated Beethoven Corpus (ABC) and the DCML harmony annotation standard,2025,neuwirth2018abc,B4,manual,verified,theory-analysis annotation corpus representation
06,DirectManipulation — Direct Manipulation: A Step Beyond Programming Languages,1983,shneiderman1983direct,S4.1,manual,partial,editing history HCI-study
06,DirectGPT — DirectGPT: A Direct Manipulation Interface to Interact with Large Language Models,2023,masson2024directgpt,S4.1,manual,verified,editing LLM-agent HCI-study controllability
06,ExpressEdit — ExpressEdit: Video Editing with Natural Language and Sketching,2024,tilekbay2024expressedit,S2.4,manual,verified,editing sketch multimodal-input HCI-study LLM-agent
06,InstructPix2Pix — InstructPix2Pix: Learning to Follow Image Editing Instructions,2022,brooks2023instructpix2pix,S4.1,manual,verified,editing text-conditioning controllability
06,Teddy — Teddy: A Sketching Interface for 3D Freeform Design,1999,igarashi1999teddy,S4.1,manual,verified,sketch editing history
06,PBD — Watch What I Do: Programming by Demonstration,1993,cypher1993wwid,S4.1,manual,verified,editing history co-creation-framework
06,"LiveProg — Live programming (Tanimoto 2013), Hazel typed holes (POPL 2019), and projectional editing (JetBrains MPS)",2019,omar2019hazel,S3.6,manual,verified,music-as-code editing representation
06,ScoreDiff — A Diff Procedure for Music Score Files,2019,foscarin2019diff,S4.5,manual,verified,notation editing toolkit evaluation
06,FlatHistory — Flat.io version history (and Splice Studio / Blend as DAW-project precedents),2013,flat2026history,S4.5,manual,partial,product editing notation
06,"Chronicle — Chronicle: Capture, Exploration, and Playback of Document Workflow Histories",2010,grossman2010chronicle,S4.5,manual,verified,editing HCI-study creativity-support
06,Luminate — Luminate: Structured Generation and Exploration of Design Space with LLMs for Human-AI Co-Creation (and Parallel Paths),2004,suh2024luminate,S4.5,manual,verified,creativity-support LLM-agent HCI-study co-creation-framework
06,LilyPond — LilyPond: music engraving compiler,2003,nienhuys2003lilypond,S3.6,manual,verified,music-as-code notation toolkit
06,"AudioLangs — Csound, SuperCollider, Max/Pure Data, ChucK, Faust: audio programming languages",2002,wang2015chuck,S3.6,manual,verified,music-as-code toolkit real-time history
06,"LiveCoding — TidalCycles, Strudel, Sonic Pi, Gibber, FoxDot: live coding environments",2016,mclean2014tidal,S3.6,manual,verified,music-as-code real-time education toolkit
06,"CAC — OpenMusic, bach, PWGL: computer-aided composition environments",2009,assayag1999openmusic,S3.6,manual,verified,music-as-code notation toolkit history
06,"TextMusicLangs — Euterpea / Haskell School of Music, Alda, music21",2010,cuthbert2010music21,B2,manual,verified,music-as-code representation toolkit theory-analysis
06,CompositionScholarship — Algorithmic composition & music-representation scholarship,2023,nierhaus2009algorithmic,F1,manual,partial,music-as-code representation history
06,ChatMusician — ChatMusician: Understanding and Generating Music Intrinsically with LLM,2024,yuan2024chatmusician,S3.6,manual,verified,music-as-code symbolic-generation text-conditioning LLM-agent representation
06,MIDILLM — MIDI-LLM: Adapting Large Language Models for Text-to-MIDI Music Generation,2025,wu2025midillm,S3.6,manual,verified,symbolic-generation text-conditioning music-as-code LLM-agent
06,Libretto — Libretto: Giving LLM Agents a Sense of Musical Structure,2026,xu2026libretto,S3.6,manual,verified,music-as-code LLM-agent symbolic-generation structure evaluation infilling
07,music21 — music21: A Toolkit for Computer-Aided Musical Analysis and Computational Musicology,2026,cuthbert2010music21,B2,manual,verified,toolkit theory-analysis notation representation corpus
07,Verovio — Verovio: A library for engraving MEI music notation into SVG,2026,pugin2014verovio,B1,manual,verified,notation toolkit representation annotation
07,OSMD — OpenSheetMusicDisplay,2026,osmd2026,B1,manual,verified,notation toolkit
07,VexFlow — VexFlow music notation rendering library,2024,vexflow2024,B1,manual,verified,notation toolkit
07,alphaTab — cross-platform notation/tablature rendering with built-in synth,2026,alphatab2026,B1,manual,verified,notation toolkit real-time
07,abcjs — ABC notation renderer and player,2026,abcjs2026,B1,manual,verified,notation toolkit music-as-code
07,LilyPond — LilyPond music engraving program,2026,lilypond2026,B1,manual,verified,notation music-as-code toolkit history
07,MuseScore Studio 4.x — open-source notation editor (Muse Group),2025,musescore2026studio,B1,manual,verified,notation product toolkit DAW-plugin
07,Finale sunset → Dorico / Sibelius — commercial notation landscape 2024–2026,2026,makemusic2024finale,F3,manual,verified,product notation history
07,Soundslice — web notation + audio/video sync platform and API,2012,soundslice2026,B1,manual,verified,product notation education multimodal-input
07,Hookpad + Aria — Hooktheory's chord/melody sketchpad with theory hints and an AI co-writer,2024,donahue2024hookpadaria,E3,manual,verified,product symbolic-generation infilling theory-analysis education controllability
07,Flat.io / Noteflight — cloud notation editors with APIs,2008,flat2026,B1,manual,partial,product notation education
07,Web MIDI + Web Audio + Tone.js — browser audio/MIDI substrate (status 2026),2014,w3c2026webmidi,B3,manual,verified,toolkit real-time
07,"Browser synthesis: spessasynth, FluidSynth-WASM, alphaSynth, SoundFont/SFZ",2002,spessasynth2026,B3,manual,verified,toolkit real-time audio-generation
07,symusic — a swift and unified toolkit for symbolic music processing,2025,liao2024symusic,B2,manual,verified,toolkit representation
07,MidiTok — MIDI tokenization for deep learning,2025,fradet2021miditok,B2,manual,verified,toolkit representation symbolic-generation
07,MusPy — a toolkit for symbolic music generation,2022,dong2020muspy,B2,manual,verified,toolkit dataset evaluation representation
07,partitura — Python package for symbolic music processing (score–performance),2026,cancinochacon2022partitura,B2,manual,verified,toolkit representation expression-performance notation
07,mido / pretty_midi / miditoolkit / note-seq — legacy Python MIDI stack,2020,raffel2014prettymidi,B2,manual,partial,toolkit representation
07,Magenta.js / MIDI-DDSP — browser inference for Magenta models,2022,roberts2018magentajs,B2,manual,verified,toolkit symbolic-generation expression-performance history
07,"DAW integration protocols — VST3, CLAP, AU, ReaScript, Ableton Link, Max for Live",2016,clap2022,B3,manual,partial,DAW-plugin toolkit real-time
07,"Arranger keyboards — Korg i3 (1993) and the ""style"" paradigm (Yamaha Genos, Korg Pa)",2020,korg1993i3,F3,manual,verified,history accompaniment product real-time
07,"Band-in-a-Box — chords + style → full arrangement (PG Music, 1990–2026)",2026,pgmusic2026biab,S3.5,manual,verified,accompaniment product history symbolic-generation
07,Nord Stage (MIDI implementation basics),2026,clavia2023nordstage4,B3,manual,unverified,product real-time
07,"Lakh MIDI Dataset (LMD) — 176,581 unique MIDI files",2016,raffel2016lakh,B4,manual,partial,dataset corpus ethics-legal
07,MAESTRO — MIDI and Audio Edited for Synchronous TRacks and Organization,2021,hawthorne2019maestro,B4,manual,partial,dataset expression-performance transcription
07,"GiantMIDI-Piano — 10,855 transcribed classical piano pieces",2022,kong2020giantmidi,B4,manual,verified,dataset transcription expression-performance
07,ATEPP — Automatically Transcribed Expressive Piano Performance,2022,zhang2022atepp,B4,manual,verified,dataset expression-performance transcription
07,Aria-MIDI — 1.19M transcribed solo-piano MIDI files (100k hours),2025,bradshaw2025ariamidi,B4,manual,verified,dataset transcription expression-performance ethics-legal
07,PDMX — Public Domain MusicXML dataset (>250k scores),2024,long2024pdmx,B4,manual,verified,dataset notation ethics-legal
07,Hooktheory / TheoryTab dataset (via Sheet Sage) — aligned melody + harmony annotations,2022,donahue2022sheetsage,S1.1,manual,verified,dataset theory-analysis transcription ethics-legal
07,"Chordonomicon — 666,000 songs' chord progressions",2024,kantarelis2024chordonomicon,B4,manual,verified,dataset theory-analysis structure
07,"MetaMIDI Dataset (MMD) — 436,631 MIDI files with audio/metadata matches",2021,ens2021metamidi,B4,manual,verified,dataset ethics-legal
07,Los Angeles MIDI Dataset — ~405k deduplicated MIDIs,2024,lev2024lamidi,B4,manual,verified,dataset ethics-legal
